"Date","Alibaba","Alphabet","AMCX","Autonation Inc","Brunswick Corp","Buzzfeed","CBRE","Comcast","Compass Inc","CRMT","Doordash","Ebay","Etsy","EXP World Holding","Joyy","Kingsoft","Nextdoor Holding","Opendoor","Oracle","Paltalk","Paramount Global","Phoenix New","Pinterest","Sirius XM Holding","Snowflake","Spotify","Topgolf Callaway","Uber","Vista Outdoor","VROOM Inc","Warner Bros","Weibo","Yelp"
2021-05-18,103.57,113.123,48.01,103.57,104.64,9.66,85.64,54.95,14.21,149.22,138.56,61.29,167.25,28.16,86.54,37.47,9.99,15.47,78.69,2.83,40.16,9.84,58.28,5.87,223.53,220.99,35.11,49.17,37.18,41.65,NA,48.84,37.99
2021-05-17,105.38,114.446,47.53,105.38,106.04,9.7,86.68,55.455,14.07,151.45,133.79,61.69,165.18,26.82,87.29,37.04,10,15.36,79.08,2.95,38.41,9.6,58.1,5.87,212.65,223.33,34.49,47.51,37.78,40.15,NA,48.79,38.28
2021-05-14,105.29,113.919,49.22,105.29,108.84,9.7139,86.32,58.68,14.15,153.58,141.07,60.86,163.11,26.6,87.57,37.65,10.04,15.12,78.89,2.87,38.91,9.54,58.05,5.91,209.99,223.59,33.82,47.42,37.45,38.86,NA,48.91,38.5
2021-05-13,103.26,111.452,47.45,103.26,109.69,9.69,86.38,57.39,13.66,148.07,115.49,58.74,156.59,23.37,83.86,35.54,10.09,14.15,78.14,2.905,38.51,9.24,55.45,5.835,188.24,217.07,32.58,44.48,36.36,36.12,NA,47.09,38.14
2021-05-12,98.16,110.012,46.08,98.16,106.1,9.74,84.38,56.62,14.45,143.56,112.99,58.28,159.34,24.72,87.67,39.04,10.01,15.18,76.75,3,39.06,9.42,57.12,5.77,191.38,225.6,31.55,43.81,35.38,35.41,NA,48.6,37.13
2021-05-11,102.8,113.503,47.91,102.8,111.63,9.75,85.73,57.5,15.43,149.5,124.54,60.43,169.84,26.78,87.03,39.64,10.04,17.45,77.69,2.8,39.48,9.6,59.71,5.87,201.46,228.01,33.89,46.21,36.85,36.88,NA,47.89,39.1
2021-05-10,104.61,114.588,47.26,104.61,114.82,9.7898,86.59,57.51,16.34,151.49,120.45,61.44,167.13,25.85,85.52,38.77,10.12,16.77,80.15,NA,39.27,9.48,58.36,5.96,193.82,228.21,29.93,45.79,35.63,38.315,NA,48.67,39.54
2021-05-07,105.77,117.596,47.22,105.77,115.91,9.78,86.9,58.11,16.91,151.92,124.89,59.78,165.51,28.18,87.75,40.71,10.14,18.7,80.4,2.67,39.39,9.72,59.86,6.04,206.04,239.41,31.13,47.03,34.47,39.9,NA,47.91,39.46
2021-05-06,106.89,116.868,45.55,106.89,115.19,9.8001,85.32,56.98,16.5,150.26,122.77,58.82,157.68,28.16,87.58,41.03,10.17,17.81,79.74,3.15,38.15,9.6,59.22,5.98,199.84,237.04,30.94,46.65,34.51,43,NA,48.15,38.23
2021-05-05,104.38,115.739,45.15,104.38,112.52,9.8,84.96,56.41,17.09,152.6,128.39,58.24,184.57,30.79,87.49,42.09,10.22,18.92,79.19,3,39.1,9.6,61.83,6.03,213.79,239.5,28.84,51.18,35.48,44.4,NA,47.6,38.73
2021-05-04,105.16,115.341,47.06,105.16,112.2,9.93,85.43,56.63,17.61,155.15,135.22,57.69,188.45,31.42,89.69,43.08,10.26,19.315,78.53,2.9,39.965,9.66,62.3,6.01,218.4,240.12,28.87,52.99,34.58,45.24,NA,48.51,38.76
2021-05-03,103.47,117.154,47.94,103.47,110.86,9.84,85.39,56.57,18.28,155.09,140.47,58.15,190.71,33.06,93.92,44.23,10.26,19.59,77.33,2.88,39.66,10.02,63.71,6.055,223.69,247.69,29.05,54.85,33.98,45.92,NA,48.65,39.65
2021-04-30,102.48,117.675,50.28,102.48,107.13,9.86,85.2,56.15,19.02,150.83,143.17,55.79,198.79,34.36,95.06,43.92,10.4,20.27,75.79,2.98,41.02,10.02,66.37,6.1,231.59,252.12,28.95,54.77,32.61,46.27,NA,50.4,39.3
2021-04-29,103.29,119.638,51.15,103.29,105.65,9.83,85.15,56.4,18.83,150.86,150.11,56.07,208.8,34.83,95.93,44.4,10.45,20.83,75.87,2.99,41.5,10.14,68.21,6.13,229.55,262.15,29.78,54.93,33.02,47.15,NA,51.1,40.02
2021-04-28,102.68,117.952,52.73,102.68,105.45,9.79,82.63,54.1,18.73,149.62,162.45,62.32,211.35,35.84,97.57,48.41,10.45,21.96,74.77,2.99,41.43,10.44,66.33,6.065,236.64,256.84,29.8,58.44,32.6,47.27,NA,51.95,40.45
2021-04-27,101.4,114.549,53,101.4,107.09,9.77,83.48,54.3,18,149.97,162.13,61.7,207.49,36.76,98.63,48.38,10.37,21.53,75.22,3,42.81,10.56,77.58,6.31,238.17,292.92,29.58,57.16,33.15,47.72,NA,52.48,40.32
2021-04-26,101.5,115.496,52.31,101.5,106.22,9.8101,84.05,54.32,18,149.4,153.8,61.58,205.18,36.96,99.46,48.74,10.35,21.6,74.5,3,41.82,10.32,76.73,6.36,237.75,298.02,29.21,57.61,32.85,48.14,NA,50.61,40.58
2021-04-23,102.01,114.996,52.54,102.01,104.52,9.85,82.9,54.39,17.62,149.01,152.75,60.91,214.59,34.46,99.1,48.32,NA,19.54,74.97,3.03,41.71,9.96,74.99,6.38,235.64,284.11,29.29,57.93,32.66,45.49,NA,51.67,40.61
2021-04-22,96.2,112.626,52,96.2,102.91,9.79,81.61,54.4,17.5,145.23,143.96,60.74,210.28,33.52,94.63,47.62,10.24,18.685,74.87,3.03,40.73,10.08,71.99,6.295,231.44,265.16,29.14,56.28,32.29,43.45,NA,49.74,39.27
2021-04-21,95.49,113.918,52.06,95.49,103.07,9.78,81.3,54.655,17.7,147.29,143.32,61.78,209.76,34.1,93.49,45.9,10.1,18.31,76.66,3.04,40.85,9.42,72.51,6.39,231.39,261.71,29.46,55.77,32.16,42.85,NA,49.49,39.14
2021-04-20,93.23,113.951,51.31,93.23,102.12,9.78,81.41,54.16,17.22,145.88,144.35,61.79,206.86,32.34,94.38,44.15,10.1,16.44,79.24,3.03,37.92,8.76,71.32,6.31,225.22,271.2,28.37,55.48,32,41.62,NA,47.7,38.13
2021-04-19,97.57,114.488,52.29,97.57,104.97,9.8,82.34,54.14,17.78,149.73,146.67,63.79,213.19,33.95,96.47,45.29,10.22,17.4,78.75,3,38.4,9.3,73.91,6.28,229.07,280.37,28.81,57.85,33.41,41.85,NA,49.16,39.99
2021-04-16,97.21,114.137,52.86,97.21,105.07,9.83,81.82,55.11,18.03,152.68,149.49,64.93,219.99,36.7,97.47,44.32,10.2,18.39,78.95,2.85,39.35,9.48,76.22,6.31,232.74,292.02,29.14,60.35,31.71,41.48,NA,49.48,40.36
2021-04-15,96.23,114.262,51.64,96.23,102.67,9.81,81.78,54.14,18.27,152,151.5,64.36,219.29,37.86,97.87,44.45,10.24,19.75,78.29,2.7,39.25,9.36,84.43,6.24,236.38,299.74,28.9,60.74,32.39,42.03,NA,48.86,40.38
2021-04-14,95.47,112.095,53.08,95.47,102.51,9.91,81.02,53.3,17.99,150.08,143.65,62.79,218.07,37.32,97.92,44.32,10.24,20,76.82,2.7,40.22,9.66,83.49,6.28,229.14,287.6,28.93,59.23,32.68,41.85,NA,50.02,39.83
2021-04-13,92.2,112.721,52.39,92.2,103.5,9.8665,78.94,53.875,17.52,145.13,149.46,63.82,224.03,38.15,99.99,44.5,10.2,20.6,76.67,3.12,40.49,9.96,83.9,6.2,238.08,293.12,27.9,60.64,32.83,42.07,NA,49.72,39.97
2021-04-12,93.22,112.231,51.74,93.22,102.32,9.87,80.98,53.32,17.11,147.45,147.83,62.64,218.13,39.31,98.41,43.23,10.27,19.41,76.12,3.49,39.77,10.02,83.98,6.23,233.39,276.91,28,59.44,32.63,40.81,NA,49.12,39.71
2021-04-09,93.12,113.534,51.62,93.12,99.42,9.9351,80.42,53.57,17.31,144.38,140.5,62.47,218.57,41.8,100.01,44.26,10.2399,20.51,75.58,3.4,41.88,10.44,85.53,6.35,226.89,279.2,27.8,57.68,31.66,40.34,NA,49.38,40.55
2021-04-08,91.64,112.521,51.48,91.64,98.67,9.9,78.77,54.33,16.81,145.52,128.14,62.19,215.39,43.57,103.27,44.64,10.29,20.2,75.28,3.17,42.29,11.04,85.98,6.31,233.75,280.94,27.26,57.83,32.41,39.74,NA,50.34,40.01
2021-04-07,90.74,111.951,52.19,90.74,97.35,9.85,78.4,54.6,17.2,145.51,127.5,61.76,204.02,41.53,101.49,44.83,10.2,20.65,74.07,3.2,43.89,10.8,83.8,6.33,233.97,280.15,27.34,56.89,32.33,38.44,NA,49.42,40.58
2021-04-06,91.29,110.463,53.67,91.29,97.15,9.81,79.64,54.84,18.7,150.06,131.09,62.52,206.01,42.92,103.53,45.32,10.17,21.84,74.28,3.2,44.35,10.68,83.29,6.34,236.01,282.34,27.28,58.05,32.69,39.86,NA,51.04,40.82
2021-04-05,92.49,110.948,51.8,92.49,96.92,9.79,80.93,54.8,18.59,151.46,133.55,63.69,197.2,42.15,99.62,43.88,10.2,20.92,74.16,3.03,42.9,10.56,79.53,6.3,232.32,273.3,27.11,57.4,32.72,40.49,NA,49.55,42.04
2021-04-01,92.06,106.489,53.56,92.06,96.91,9.74,80.05,54.75,20.15,150.64,133.14,63.11,208.2,45.32,98.89,43.94,10.12,21.75,71.81,3.04,44.64,10.62,77.73,6.27,236.79,273.1,27.15,57.6,32.33,39.22,NA,50.01,41.53
2021-03-31,93.22,103.126,53.16,93.22,95.37,9.69,79.11,54.11,18,152.37,131.13,61.24,201.67,45.55,93.73,39.32,NA,21.19,70.17,3.07,45.1,10.62,74.03,6.09,229.28,267.95,26.75,54.51,32.07,38.99,NA,50.46,39
2021-03-30,94.81,102.324,53.76,94.81,97.23,9.74,79.12,54.98,NA,153.07,130.6,60.32,198.87,43.93,95.75,39.16,10.005,20.52,70.55,2.2,46.61,11.04,69.31,6.12,222.07,257.69,26.8,53.46,30.67,37.44,NA,50.77,38.57
2021-03-29,92.09,102.289,52.5,92.09,94.18,9.8,77.3,55.19,NA,149.4,129.98,59.85,196.31,43.1,94.87,39.2,10,20.45,71.13,1.95,45.01,10.74,69.38,6.15,223.49,252.59,26.32,53.35,29.49,37.02,NA,48.69,37.19
2021-03-26,93.4,101.237,54.01,93.4,97.12,9.75,79.09,55.18,NA,153.99,134.01,60.83,202.32,47.94,96.13,40.75,10,22.08,70.25,1.95,48.23,11.46,69.07,6.22,235,261.31,27.63,54.71,30.85,37.43,NA,49.21,38.65
2021-03-25,89.98,101.623,60.87,89.98,95.15,9.66,76.43,56.3,NA,152.3,131.75,58.09,196.2,45.65,104.98,40.74,10,23.04,68.63,2.17,66.35,13.14,68.21,6.15,216.95,254.63,26.63,53.89,29.88,35.68,NA,51.18,38.39
2021-03-24,85.73,101.627,60.51,85.73,90.71,9.71,74.16,55.92,NA,144.7,125.53,57.64,199.18,43.54,108.39,40.65,10,22.51,66.83,1.8,70.1,13.14,69.6,6.11,208.6,258.68,26.14,52.57,28.58,35.58,NA,51.03,37.44
2021-03-23,86.56,102.066,64.74,86.56,94.01,9.84,74.98,56.14,NA,149.68,131.76,60.31,219.67,46.29,111.56,43.87,10,25.62,67.27,1.9,91.25,10.2,71.24,6.24,220,267.3,26.96,53.49,31.48,36.8,NA,52.52,38.83
2021-03-22,87.71,101.535,69.19,87.71,99.07,10.03,75.93,56.37,NA,155.66,135.91,60.29,219.77,51.19,113.08,46.3,NA,27.9,66.32,2.06,100.34,10.86,72.35,6.31,220.75,275.47,28.53,55.69,33.39,37.16,NA,52.46,41.05
2021-03-19,89.98,101.348,69.27,89.98,99.39,9.9,76.74,55.46,NA,156.05,135.03,59.73,215.41,51.73,115.4,48.74,NA,27.53,66.26,2.121,97.35,10.56,73.01,6.08,220.82,272.11,28.43,57.08,34.5,36.78,NA,52.28,41.48
2021-03-18,90.26,101.067,70.01,90.26,99.95,9.85,78.35,55.87,NA,157.5,130.62,58.9,209.51,47.73,113.9,48.41,NA,26.81,66.74,NA,96.76,10.5,69.39,6.1,216.7,271.73,29.22,55.69,33.05,35.96,NA,52.8,42.28
2021-03-17,89.93,104.111,72.57,89.93,103.16,9.88,79.32,57.5,NA,161.42,133.8,59,218.44,55.96,117.1,47.43,NA,28.3,66.22,2.25,92.34,10.5,74.95,6.29,230.3,283.35,29.64,56.36,32.52,37.23,NA,50.44,43.43
2021-03-16,89.56,104.195,76.31,89.56,103.42,9.95,78.35,58.04,NA,161.36,133.66,57.42,215.98,55.75,115.75,50.42,NA,27.38,66.85,2.3,96.24,10.44,73.79,6.33,232.14,284.69,29.57,58.85,32.49,37.21,NA,50.25,41.88
2021-03-15,87.83,102.722,76.17,87.83,107.24,9.94,80.57,57.53,NA,164.99,140.69,57.67,223.23,55.79,115.72,50.22,NA,28.81,67.73,2.2,96.33,11.16,72.79,6.25,238.76,285.46,30.36,60.19,32.38,37.43,NA,50.88,43.37
2021-03-12,89.04,102.5,78.63,89.04,103.59,9.96,79.28,57.09,NA,163.23,142.03,55.8,221.14,52.46,117.7,52.48,NA,27.05,67.16,2.2,94.94,11.34,71.75,6.16,230,279.89,30.9,60.35,32.83,37.6,NA,52.11,41.87
2021-03-11,86.39,105.027,73.6,86.39,104.1,9.99,78.56,56.89,NA,159.24,144.97,56.24,220.84,50.45,127.59,55.31,NA,26.32,67.41,1.99,86.28,10.56,71.88,6.14,237.81,286.96,30.82,58.95,33.1,36.41,NA,52.95,41.48
2021-03-10,87.14,101.81,71.33,87.14,98.92,9.91,76.81,57.21,NA,156.74,135.77,55.34,205.93,45.9,114.27,49.82,NA,23.69,72.12,2.25,82.89,10.14,68.97,6.06,227.11,270.19,30.3,57.68,31.99,34.1,NA,52.09,40.92
2021-03-09,85.25,102.018,71.28,85.25,95.95,9.99,74.95,55.57,NA,152.24,141.48,56.17,206.79,45.95,116.25,50.63,NA,21.64,72.64,1.82,79.66,10.14,67.48,5.97,230.02,273.58,30.28,55.25,31.15,34.22,NA,52.92,39.92
2021-03-08,89.91,100.375,74.37,89.91,95.74,9.77,76.69,55.475,NA,150.22,133.41,53.49,190.26,41.18,109.25,47.22,NA,20.06,72.16,2,83.66,9.54,62.49,5.91,213.99,258.33,29.52,53.2,29.53,33.08,NA,51.77,39.65
2021-03-05,85.81,104.854,69.07,85.81,93.1,9.79,77.28,55.09,NA,147.47,151.48,53.76,200.3,44.11,116.6,52.33,NA,21.99,69.97,1.8,74.24,9.96,68.14,5.89,239.73,274.98,28.6,55.54,29.48,31.97,NA,53.98,39.28
2021-03-04,79.16,101.697,68.15,79.16,88.76,NA,76.63,53.93,NA,137.56,150,53.34,198.1,45.31,117.89,53.39,NA,24.385,65.61,1.83,71.88,9.78,68.84,5.79,249,285.01,27.32,53.07,29.4,31.61,NA,51.77,37.34
2021-03-03,78.65,100.571,68.74,78.65,90.94,NA,77.91,53.73,NA,138.51,148.25,54.6,208.61,54.23,123.9,60.38,NA,28.85,66.91,1.83,70.91,10.2,74.39,5.89,247.03,300.24,27.72,56.11,30.85,43.9,NA,55.35,37.53
2021-03-02,76.15,103.224,67.14,76.15,90.42,NA,77.99,54.25,NA,137.79,160.59,56.99,238.43,62.69,124.79,63.88,NA,31.33,66.66,1.86,68.72,10.74,81.17,5.98,270.6,322.74,28.5,54.65,32.15,47.87,NA,56.54,37.14
2021-03-01,76.23,103.483,71.13,76.23,92.62,NA,77.55,54.45,NA,139.7,168.89,58.48,244.58,65.57,128.91,61,NA,30.22,66.17,2,67.13,10.92,83.32,6.02,272.17,321.28,28.99,54.4,33.29,46.93,NA,56.49,37.97
2021-02-26,75.02,101.095,65.59,75.02,88.37,NA,75.77,52.72,NA,135,169.49,56.42,220.27,60.39,117.9,58.88,NA,28.02,64.51,NA,64.49,10.68,80.58,5.85,259.54,307.38,27.95,51.75,31.61,44.25,NA,55.17,37.71
2021-02-25,75.61,100.798,53.07,75.61,89.77,NA,74.57,52.24,NA,132,166.87,56.98,197.58,59.6,117.83,57.46,NA,28.7,65.3,2.19,62.5,10.56,79.11,5.86,260.34,303.06,27.2,51.45,32.21,42.97,NA,57.34,37.12
2021-02-24,78,104.19,54.31,78,94.99,NA,77.18,53.4,NA,139.3,176.32,59.38,209.1,65.79,120.91,60.58,NA,30.82,64.7,2.19,65.6,11.4,84.17,5.99,273.52,334.69,27.84,53.91,33.34,46.02,NA,58.53,39.02
2021-02-23,76.99,103.006,51.92,76.99,90.6,NA,77.88,53.34,NA,132.73,173.5,61.37,210.75,63.45,123.09,61.31,NA,28.04,64.5,2.2,64.37,11.22,84.56,5.95,269.08,336.31,27.73,56,33.48,46.5,NA,59.11,38.07
2021-02-22,78.63,102.713,53.85,78.63,89.57,NA,75.25,52.5,NA,134.93,178.07,61.56,213.12,70.31,122.77,60.74,NA,29.63,64.45,2.34,66.14,12.12,80.99,6.02,269.65,349.91,27.37,55.31,34.77,47.675,NA,58.3,37.51
2021-02-19,78.74,104.44,50.27,78.74,91.33,NA,72.74,52.1,NA,135.26,205.97,61.98,227.27,71.42,127.36,68.23,NA,31.58,61.13,2.3,62.69,13.38,85.9,6.01,290,364.59,28.1,58.39,34.75,49.48,NA,59.7,36.15
2021-02-18,77.91,105.29,50.48,77.91,89.1,NA,69.81,52.56,NA,133.2,200.06,62.8,220.82,68.71,135.53,65.72,NA,31.18,62.07,2.16,62.15,13.32,85.99,6.02,289.78,354.88,27.47,59,34.14,48.7,NA,58.66,35.01
2021-02-17,79.01,105.931,51.16,79.01,90.51,NA,69.72,52.99,NA,139.87,197.87,63.05,222.41,72.91,140.84,69.34,NA,31.52,62.09,2.11,61,14.46,86.3,6.01,288.78,355.19,28.4,60.81,35.3,47.87,NA,58.85,35.88
2021-02-16,79.43,105.535,49.86,79.43,92.25,NA,70.56,52.84,NA,137.05,212.17,62.865,228.32,79.94,147.8,69.78,NA,32.75,62.14,2.75,59.14,15,89.15,5.99,294.55,353.73,28.27,60.52,35.76,50.31,NA,60.99,36.16
2021-02-12,78.39,104.752,49.55,78.39,91.62,NA,71.33,53.23,NA,134.52,202.97,63.01,233.86,77.885,135.26,70.35,NA,34.59,63.08,2.03,58.31,12.42,84.04,6.09,299.47,339.7,29.93,60.63,36.23,50.93,NA,61.82,36.97
2021-02-11,78.2,104.438,47.18,78.2,90.71,NA,70.35,53.23,NA,135.22,213.26,62.31,226.05,72.915,135.47,72.06,NA,35.88,62.7,2.15,57.2,13.56,87.03,6.11,298.73,331.9,30.66,60.71,35.67,48.63,NA,58.7,37.91
2021-02-10,78.41,104.324,47.44,78.41,90.56,NA,68.1,52.75,NA,130.36,215.16,62.32,225.65,68.17,129.97,71.15,NA,34,63.27,1.96,56.57,10.56,81.12,6.07,305.91,335.71,31.62,63.18,34.14,48.96,NA,57.27,36.79
2021-02-09,78.98,103.77,46.45,78.98,91.66,NA,67.44,52.72,NA,131.29,187.75,62.23,229.87,80.525,124.69,69.3,NA,31.1,63.67,1.7705,55.03,9.96,79.41,6.06,314.29,334,31.39,59.61,33.38,49.82,NA,54.96,38.51
2021-02-08,79.35,104.226,47.22,79.35,91.91,NA,67.93,51.85,NA,129.94,177.43,63.84,231.69,75.095,119.29,67.44,NA,27.3,63.11,1.86,54.5,10.5,79.81,6.055,304.5,323.79,31.74,59.29,32.1,49.59,NA,52.66,37.69
2021-02-05,77.19,104.441,46.87,77.19,89.65,NA,67.42,51.11,NA,129.97,181.23,62.23,231.12,67.485,114.78,63.95,NA,26.6,63.6,1.87,54.04,9.9,81.96,6.105,306.05,310.77,30.78,58.58,30.39,46.71,NA,51.07,35.59
2021-02-04,76.95,102.682,44.81,76.95,88.93,NA,67.66,51.45,NA,128.01,189.33,61.12,220.84,62.86,111.09,62.06,NA,28.48,63.35,1.91,52.06,8.4,77.84,6.12,303.61,314.7,30.6,57.85,31.46,43.03,NA,50.36,34.85
2021-02-03,75.15,102.944,47,75.15,87.65,NA,65.67,50.47,NA,122.57,180.58,58.04,210.07,59.505,108.44,59.16,NA,28.61,62.17,1.9,52.06,8.16,77.14,6.18,304.64,317.25,29.48,57.12,31.41,40.4,NA,49.16,35.27
2021-02-02,73.8,95.956,45.79,73.8,86.81,NA,65.44,51.18,NA,124.59,182.53,57.33,210.29,59.95,100.43,58.41,NA,28.47,62.37,2.25,50.26,8.16,73.87,6.2,300.71,345.05,28.51,56.46,31.07,39.99,NA,48.72,34.41
2021-02-01,74.6,94.654,51.67,74.6,86.9,NA,63.7,50.15,NA,118.81,191.17,58.47,203.77,57.535,95.55,54.23,NA,26.25,61.51,2.2,52.33,8.34,70.72,6.26,282,332.65,28.51,52.76,31.01,40.3,NA,47.12,33.71
2021-01-29,71.28,91.368,49.42,71.28,86.46,NA,60.98,49.57,NA,118.78,193.27,56.51,199.09,53.295,92.04,50.27,NA,26.12,60.43,1.68,48.5,8.34,68.51,6.26,272.45,315,27.89,50.93,29.17,36.83,NA,45.58,32.59
2021-01-28,72.27,92.66,47.74,72.27,87.5,NA,63.99,51.6,NA,116.94,183.8,56.44,202.41,53.88,93.76,50.01,NA,25.02,61.22,2.09,50.605,8.28,68.51,6.4,273.13,325.44,27.38,51.58,28.37,35.78,NA,47.01,33.88
2021-01-27,73.4,90.947,48.27,73.4,91.45,NA,62.66,48.42,NA,116.43,193.07,58.35,193.37,54.22,94.06,51.35,NA,25.18,62.55,1.8,56,8.28,64.67,6.87,266.2,330.19,27.13,48.11,28.15,37.28,NA,50.38,35.86
2021-01-26,76.33,95.397,59.83,76.33,92.7,NA,63.13,50.09,NA,122.14,198.22,59.17,204.41,58.88,90.45,52.74,NA,27.7,61.8,1.72,51.92,8.7,69.24,6.55,280.98,337.01,28.87,51.92,28.24,38.68,NA,46.94,32.64
2021-01-25,75.46,94.714,54.41,75.46,89.9,NA,65.12,48.97,NA,121.28,191.81,57.25,208.81,54.57,93.39,53.8,NA,27.33,60.9,2.2,47.71,8.64,73.37,6.06,287.25,333.61,28.9,54.29,29.24,38.39,NA,44.11,31.85
2021-01-22,76.69,94.628,49.38,76.69,89.93,NA,66.02,48.68,NA,125.74,192,56.46,213.59,51.46,91,53.81,NA,29.14,60.36,2,45.58,9.18,73.08,5.97,285.68,338.96,28.95,54.31,29.31,36.55,NA,42.96,31.65
2021-01-21,77.19,94.207,43.09,77.19,90.46,NA,64.99,49.13,NA,125.11,190.89,56.4,212.54,48.865,91.23,45.64,NA,29.74,61.21,2,45.11,9.3,73.52,5.99,286.32,348.3,28.61,55.79,28.22,36.74,NA,42.94,31.87
2021-01-20,77.46,94.004,43,77.46,90.88,NA,64.9,48.88,NA,124.34,189.46,56.17,215.69,46.18,90.88,45.11,NA,30,61.56,2.45,43.36,9.48,72.64,5.96,281.88,331.41,28.93,56.38,28.46,36.58,NA,42.71,31.95
2021-01-19,74.57,89.224,43.69,74.57,88.6,NA,63.61,48.845,NA,121.5,198.75,56.98,221.31,39.855,91.77,44.46,NA,28.16,61.29,1.75,43.75,9.3,71.01,5.95,286.21,319.75,27.26,56.3,28.25,36.26,NA,41.56,31.03
2021-01-15,74.17,86.381,42.05,74.17,87.95,NA,63.52,48.69,NA,121.99,187.15,55.42,204.42,38.985,90.08,42.51,NA,26.03,61.78,1.7,45.3,8.52,69.75,5.8,291.3,319.82,27,55.52,28.16,36.84,NA,41.1,31.41
2021-01-14,75.89,86.546,42.95,75.89,89.05,NA,62.26,49.58,NA,124.53,207.24,55.27,211.52,38.705,90.01,45.64,NA,26.53,61.6,1.59,46,8.58,70.96,5.83,303.76,342.27,27.05,56.91,28.82,38.24,NA,40.58,31.87
2021-01-13,74.86,87.363,41.49,74.86,86.69,NA,61.81,50.16,NA,121.07,198,55.71,207.03,37.685,89.51,45.19,NA,26.84,62.06,1.59,43.12,7.98,72.76,5.89,296.55,347.06,26.84,59.4,28,38.89,NA,41.4,31.4
2021-01-12,77,86.871,41.11,77,88.37,NA,63.04,50.01,NA,125.35,191.99,56.04,205.15,37.75,86.14,47.17,NA,27.7,62.42,1.46,41.78,7.98,75.07,5.88,293.35,347.01,27.32,58.54,29.22,39,NA,41.64,31.95
2021-01-11,76.19,87.814,39.99,76.19,84.78,NA,62.24,51.52,NA,121.97,167,53.93,183.04,36.74,82.62,47.34,NA,26.23,63.03,1.5,41.06,7.56,71.7,5.94,293.19,344.07,26.57,54.59,28.12,40.3,NA,41.67,32.31
2021-01-08,74.84,89.892,39.18,74.84,81.47,NA,62.64,51.54,NA,119.5,156.09,54.48,175.65,37.18,82.53,48.05,NA,26.79,63.38,1.59,40.06,7.2,71.87,5.91,300.1,353.11,26.37,53.28,27.9,40.74,NA,43.38,32.53
2021-01-07,75.76,88.717,38.65,75.76,83.71,NA,61.5,50.66,NA,119.01,152.77,53.06,170.79,33.035,80.29,42.97,NA,28.13,63.07,1.5,40.12,7.14,71.38,6.42,304.2,331.36,26.16,56.13,29.77,41.6,NA,41.99,32.48
2021-01-06,73.51,86.144,37.99,73.51,81.84,NA,60.61,50.56,NA,116.16,140.01,53.22,167.57,30.385,79.26,42.87,NA,27,62.57,NA,40.2,7.08,67.11,6.52,268.02,314.24,25.79,52.48,28.71,40.45,NA,41.34,32.38
2021-01-05,69.33,87.003,36.14,69.33,78.68,NA,59.42,49.98,NA,111.3,144.43,52.03,174.98,31.365,81,43.49,NA,25.6,62.96,1.5,36.99,7.14,68.42,6.24,283.83,313.72,24.8,54.01,24.92,40.07,NA,41.09,29.29
2021-01-04,68.09,86.307,35.6,68.09,76.52,NA,59.5,50.51,NA,107.23,139.19,51.5,172.08,30.695,78.64,43.11,NA,24.01,63.75,1.5,36.6,7.14,68.07,6.17,278.24,311,24.28,51.14,24.19,39.97,NA,40.66,29.79
2020-12-31,69.79,87.632,35.77,69.79,76.24,NA,62.72,52.4,NA,109.84,142.75,50.25,177.91,31.56,79.98,43.55,NA,22.73,64.69,1.34,37.26,7.2,65.9,6.37,281.4,314.66,24.01,51,23.76,40.97,NA,40.99,32.67
2020-12-30,69.74,86.812,35.47,69.74,78.25,NA,62.4,51.21,NA,110.14,140.2,50.55,183.18,33.55,80.27,43.11,NA,24.27,64.4,1.35,36.9,7.14,67.14,6.41,300.92,319.35,24.14,53.15,23.99,43.8,NA,41.02,31.64
2020-12-29,68.72,87.888,34.89,68.72,78.06,NA,62.11,51.55,NA,108.75,141.27,50.86,177.01,34.07,77.85,43.44,NA,25.01,64.46,1.5,36.72,7.2,68.29,6.41,304.05,318.43,24.31,52.27,23.63,43.46,NA,39.6,31
2020-12-28,68.61,88.698,34.2,68.61,80.36,NA,62.97,51.11,NA,108.22,147.89,50.24,178.12,33.935,76.56,43.74,NA,24.51,64.87,1.5,36.73,7.32,67.79,6.345,302.81,317.29,24.94,51.97,25.46,43.97,NA,38.33,30.88
2020-12-24,68.05,86.708,32.93,68.05,81.49,NA,62.93,50.38,NA,110,158.46,50.12,190.31,39.315,77.35,45.25,NA,27.35,64.96,1.31,35.99,7.5,71.04,6.305,323.04,328.39,24.38,52.88,25.77,42.89,NA,44.31,28.01
2020-12-23,67.98,86.411,33.735,67.98,81.95,NA,62.75,50.035,NA,109.14,158.22,51.13,190.17,39.44,77.78,44.96,NA,27.25,65.3,1.22,35.95,7.68,72.99,6.27,331.65,330.79,24.14,53.71,26.2,43.56,NA,45.46,27.99
2020-12-22,66.57,86.011,31.51,66.57,82.59,NA,62.57,50.02,NA,110.25,156.79,51.62,197.38,40.8,78.3,42.16,NA,29.65,65.15,1.2,34.89,14.76,72.35,6.27,341.16,321.96,24.2,53.78,25.71,43.7,NA,45.94,26.93
2020-12-21,68.03,86.728,31.69,68.03,81.36,NA,62.39,50.37,NA,112.97,160.23,51.57,189.2,39.85,80.68,45.93,NA,31.25,64.48,1.22,34.85,15,69.85,6.31,349.85,325.57,23.9,51.8,21.07,41.7,NA,45.75,26.82
