"Date","Alibaba","Alphabet","AMCX","Autonation Inc","Brunswick Corp","Buzzfeed","CBRE","Comcast","Compass Inc","CRMT","Doordash","Ebay","Etsy","EXP World Holding","Joyy","Kingsoft","Nextdoor Holding","Opendoor","Oracle","Paltalk","Paramount Global","Phoenix New","Pinterest","Sirius XM Holding","Snowflake","Spotify","Topgolf Callaway","Uber","Vista Outdoor","VROOM Inc","Warner Bros","Weibo","Yelp"
2019-03-29,35.72,58.845,56.76,35.72,50.33,NA,49.45,39.98,NA,91.34,NA,37.14,67.22,5.435,84.01,NA,NA,NA,53.71,6.75,47.53,252.599,NA,5.67,NA,138.8,15.93,NA,8.01,NA,NA,61.99,34.5
2019-03-28,34.99,58.613,56.91,34.99,49.99,NA,48.93,40.42,NA,92.18,NA,36.78,67.13,5.52,80.76,NA,NA,NA,53.19,7,47.29,23.94,NA,5.69,NA,137.64,15.91,NA,8.16,NA,NA,58.33,34.68
2019-03-27,35.25,58.901,56.91,35.25,49.6,NA,48.6,40.21,NA,84.8,NA,36.83,65.51,5.335,81.4,NA,NA,NA,52.81,7,47.58,24,NA,5.66,NA,133.35,15.68,NA,8.11,NA,NA,57.89,34.44
2019-03-26,34.33,59.492,57,34.33,49.85,NA,48.82,39.63,NA,83.9,NA,36.9,67.74,5.33,80.35,NA,NA,NA,53.28,6.5,47.32,24.3,NA,5.7,NA,137.45,15.86,NA,7.99,NA,NA,58.59,34.88
2019-03-25,34,59.869,55.97,34,49.74,NA,48.29,39.18,NA,84.65,NA,36.72,67.86,5.38,80.03,NA,NA,NA,52.74,7,45.53,24.48,NA,5.75,NA,142.1,15.9,NA,8.02,NA,NA,59.03,34.71
2019-03-22,33.57,60.382,56.32,33.57,49.73,NA,48.25,39.46,NA,85.94,NA,36.65,66.02,5.385,79.64,NA,NA,NA,52.77,7,45.06,24.9,NA,5.76,NA,139,15.76,NA,7.97,NA,NA,58.7,34.36
2019-03-21,34.68,61.806,57.47,34.68,51.93,NA,49.72,40.05,NA,87.08,NA,37.2,69.44,5.74,83.61,NA,NA,NA,54.04,7,46.1,256.199,NA,5.98,NA,143.99,16.65,NA,8.37,NA,NA,60.65,34.89
2019-03-20,33.61,61.321,56.73,33.61,51.4,NA,49.37,39.47,NA,85.51,NA,36.7,68.9,5.625,83.14,NA,NA,NA,52.64,7,46.16,25.32,NA,6.02,NA,143.9,16.57,NA,8.25,NA,NA,61.01,34.6
2019-03-19,33.46,60.123,57.79,33.46,52.67,NA,50.57,39.78,NA,84.86,NA,36.87,68.5,5.45,85.81,NA,NA,NA,54.04,7,47.22,263.999,NA,6.11,NA,141.55,16.79,NA,8.56,NA,NA,63.05,34.7
2019-03-18,33.66,59.428,59.06,33.66,52.94,NA,50.89,39.92,NA,84.58,NA,36.27,69.55,5.32,86.17,NA,NA,NA,53.46,7,47.64,247.199,NA,6.06,NA,139.18,16.87,NA,8.38,NA,NA,62.83,34.88
2019-03-15,32.87,59.515,59.49,32.87,52.56,NA,50.64,40.47,NA,83.6,NA,36.3,69.89,5.125,82.72,NA,NA,NA,52.94,7,47.7,25.08,NA,6.17,NA,141.91,16.72,NA,8.14,NA,NA,62.61,35.1
2019-03-14,32.89,59.626,59.75,32.89,52.96,NA,50.11,39.87,NA,83.44,NA,36.35,69.91,4.915,79.03,NA,NA,NA,53.05,6.75,48.24,24,NA,6.13,NA,140.24,16.89,NA,8.11,NA,NA,61.38,34.64
2019-03-13,33.77,59.953,58.98,33.77,53.02,NA,50.33,39.56,NA,82.76,NA,36.46,70.15,4.985,79.85,NA,NA,NA,53.06,6.01,48.7,24.78,NA,6.09,NA,143.49,17.12,NA,8.29,NA,NA,62.45,34.55
2019-03-12,34.04,59.862,61.94,34.04,52.91,NA,49.79,39.49,NA,81.85,NA,36.28,71.15,5,80.7,NA,NA,NA,52.8,6.01,49.44,251.999,NA,6.14,NA,145.33,16.99,NA,8.38,NA,NA,63.25,35.05
2019-03-11,34.43,58.963,61.25,34.43,52.37,NA,50.57,39.17,NA,82.1,NA,36.25,70.66,4.95,80.01,NA,NA,NA,52.66,6.25,49.08,251.999,NA,5.97,NA,146.36,16.82,NA,8.67,NA,NA,64.28,35.71
2019-03-08,33.61,57.499,62.39,33.61,51.83,NA,50.09,38.19,NA,80.67,NA,35.89,67.77,4.945,75.94,NA,NA,NA,52.77,6.25,49.01,251.999,NA,5.94,NA,140.18,16.83,NA,8.69,NA,NA,61.54,34.74
2019-03-07,33.73,57.542,62.04,33.73,52.09,NA,49.86,38.38,NA,81.32,NA,36.21,67.24,5.075,75.03,NA,NA,NA,52.58,6.48,49.14,257.999,NA,5.99,NA,140.18,16.77,NA,8.69,NA,NA,62.12,34.8
2019-03-06,34.43,58.247,63.1,34.43,52.91,NA,49.3,38.61,NA,82.15,NA,36.81,70.04,5.295,77.43,NA,NA,NA,52.35,6.02,50.02,278.999,NA,6,NA,145.12,17.43,NA,8.84,NA,NA,67.29,35.93
2019-03-05,34.88,58.459,62.84,34.88,52.72,NA,50.5,38.72,NA,83.18,NA,37.12,70.61,5.455,81.44,NA,NA,NA,52.36,6.91,50.2,284.999,NA,6.03,NA,143.6,17.53,NA,9.16,NA,NA,69.72,36.54
2019-03-04,34.6,57.671,62.38,34.6,52.82,NA,50.31,38.73,NA,83.43,NA,37.25,68.99,5.49,72.04,NA,NA,NA,52.04,6.92,50.11,288.599,NA,6,NA,139.23,17.44,NA,9.27,NA,NA,72.37,36.74
2019-03-01,34.89,57.426,66.39,34.89,53.6,NA,49.67,39.1,NA,83.04,NA,37.35,72.77,5.645,70.88,NA,NA,NA,52.51,6.84,50.79,283.799,NA,5.99,NA,138,17.52,NA,9.5,NA,NA,72.07,37.13
2019-02-28,35.26,56.327,65.71,35.26,52.74,NA,49.76,38.67,NA,81.6,NA,37.15,71.27,5.625,70.5,NA,NA,NA,52.13,7,50.21,286.799,NA,5.93,NA,140.14,17.21,NA,8.91,NA,NA,72.25,37.26
2019-02-27,34.73,56.145,63.58,34.73,52.38,NA,49.72,38.53,NA,82.45,NA,37.58,71.74,5.6,71.4,NA,NA,NA,52.38,6.65,49.62,290.399,NA,5.92,NA,145,17.15,NA,8.84,NA,NA,73.14,37.71
2019-02-26,35.67,56.1,62.45,35.67,52.83,NA,49.99,38.8,NA,82.2,NA,37.38,68.65,5.685,70.6,NA,NA,NA,52.6,NA,50.47,280.799,NA,5.92,NA,145.07,16.87,NA,9.05,NA,NA,74.25,37.9
2019-02-25,35.78,55.867,63.23,35.78,53.77,NA,50.47,38.57,NA,83.26,NA,37.34,59.01,5.66,73.97,NA,NA,NA,52.56,6.25,50.58,284.999,NA,6.02,NA,149.33,17.17,NA,9.24,NA,NA,74.04,38.42
2019-02-22,37.23,55.828,63.76,37.23,53.04,NA,50.87,38.61,NA,85.93,NA,37.49,56.67,5.755,73.44,NA,NA,NA,52.48,6,51.69,21.6,NA,6.06,NA,151.19,17,NA,9.22,NA,NA,68.47,38.54
2019-02-21,38.38,55.21,63.74,38.38,52.1,NA,50.57,38.47,NA,84.55,NA,36.98,53.03,5.68,70.89,NA,NA,NA,52.11,6.06,50.92,21.12,NA,6.08,NA,148.52,16.91,NA,9.15,NA,NA,65.55,37.99
2019-02-20,39.11,56.029,64.51,39.11,52.29,NA,50.12,37.79,NA,84.91,NA,36.74,54.18,5.72,72.05,NA,NA,NA,51.77,6.7,51.2,20.58,NA,6.04,NA,147.83,17.06,NA,9.3,NA,NA,66.05,38.75
2019-02-19,38.67,56.326,64.11,38.67,51.9,NA,50.13,37.55,NA,82.2,NA,37.05,55.28,5.59,72.54,NA,NA,NA,52.02,NA,50.57,20.28,NA,6,NA,146.28,16.74,NA,9.6,NA,NA,65.59,39.7
2019-02-15,39.08,55.981,64.46,39.08,51.43,NA,50.04,37.77,NA,82.14,NA,36.58,54.66,5.545,68.76,NA,NA,NA,51.72,5.58,50.64,19.92,NA,6.03,NA,148.52,16.48,NA,9.3,NA,NA,64.28,39.94
2019-02-14,38.28,56.46,63.04,38.28,50.03,NA,49.48,37.26,NA,80.01,NA,36.32,54.06,5.475,68.87,NA,NA,NA,51.48,6,49.1,20.22,NA,5.92,NA,146.87,15.92,NA,9.27,NA,NA,65.53,38.19
2019-02-13,37.95,56.431,62.75,37.95,49.04,NA,49.24,37.03,NA,79.17,NA,36.26,55.04,5.43,69.82,NA,NA,NA,51.42,6,48.43,20.46,NA,5.9,NA,143.54,15.92,NA,9.46,NA,NA,66.17,38.46
2019-02-12,38.06,56.379,61.16,38.06,48.67,NA,47.83,37.24,NA,78.31,NA,36.19,55.83,5.35,70.31,NA,NA,NA,51.22,NA,48.38,20.28,NA,5.9,NA,140.46,15.54,NA,9.4,NA,NA,65.31,38.89
2019-02-11,37.18,55.106,61.64,37.18,48.28,NA,46.76,37,NA,76.9,NA,35.59,53.15,5.395,66.77,NA,NA,NA,51.23,5.6,48.09,20.52,NA,5.86,NA,137.82,15.17,NA,9.03,NA,NA,62.31,37.9
2019-02-08,36.94,55.119,62.15,36.94,49.1,NA,46.39,37.6,NA,72.26,NA,35.26,53.15,5.385,65.73,NA,NA,NA,51.03,5,49.56,20.7,NA,5.93,NA,134.71,15.17,NA,8.91,NA,NA,61.03,37.98
2019-02-07,37.28,55.296,62.15,37.28,49.32,NA,46.16,37.68,NA,71.8,NA,35.25,51.53,5.435,64.97,NA,NA,NA,50.22,5.9,49.15,20.28,NA,5.89,NA,131.19,15.55,NA,8.99,NA,NA,60.07,36.25
2019-02-06,38.88,56.145,62.81,38.88,49.27,NA,46.28,37.17,NA,71.15,NA,35.48,52.59,5.47,68.28,NA,NA,NA,51.26,4.8,49.78,21.42,NA,5.97,NA,135.45,16.43,NA,10.57,NA,NA,62.36,37.14
2019-02-05,39.24,57.593,63.9,39.24,49.82,NA,46.57,37.15,NA,70.77,NA,35.33,55.44,5.46,69.24,NA,NA,NA,51.24,5.15,49.81,22.14,NA,6.02,NA,139.4,16.24,NA,10.63,NA,NA,62.15,37.43
2019-02-04,38.71,57.071,63,38.71,50.01,NA,46.54,36.77,NA,69.92,NA,35.05,54.74,5.445,68.04,NA,NA,NA,51.03,5.1,49.51,22.32,NA,6.04,NA,138.6,16.39,NA,10.25,NA,NA,61.78,37.83
2019-02-01,38.46,55.931,62.42,38.46,48.26,NA,45.92,36.79,NA,69.1,NA,34.31,54.38,5.475,68.23,NA,NA,NA,50.81,NA,49.67,22.5,NA,5.98,NA,137.21,16.28,NA,10.02,NA,NA,60.9,37.17
2019-01-31,38.75,56.294,62.94,38.75,50.32,NA,45.75,36.57,NA,69.96,NA,33.65,54.65,5.47,69.43,NA,NA,NA,50.23,5.2,49.46,23.82,NA,5.83,NA,135.45,16.29,NA,9.98,NA,NA,60.66,36.42
2019-01-30,37.62,54.9,62.02,37.62,50.71,NA,45.3,35.43,NA,69.66,NA,34.08,54.19,5.495,67.71,NA,NA,NA,50.36,5.18,49.5,23.4,NA,5.92,NA,136.47,16.28,NA,10.28,NA,NA,58.9,36.45
2019-01-29,36.95,53.503,64.61,36.95,49.34,NA,44.59,36.08,NA,69.41,NA,33.69,53.52,5.26,66.52,NA,NA,NA,49.61,5,50.36,21.54,NA,5.74,NA,132.46,15.88,NA,10.29,NA,NA,57.66,36.22
2019-01-28,37.5,53.993,64.34,37.5,49.97,NA,44.53,35.37,NA,70.47,NA,34.02,54.92,5.06,69.87,NA,NA,NA,49.52,5.2,50.05,22.5,NA,5.75,NA,133.25,16.39,NA,10.58,NA,NA,58.33,36.7
2019-01-25,37.2,55.076,64.76,37.2,49.93,NA,44.65,35.78,NA,71.48,NA,33.72,55,5.215,73.87,NA,NA,NA,49.8,5.1,49.17,20.7,NA,5.82,NA,134.67,16.57,NA,11.01,NA,NA,58.19,37.06
2019-01-24,36.81,54.2,64.16,36.81,49.11,NA,44.06,36.24,NA,71.51,NA,32.65,54.34,5.105,71.97,NA,NA,NA,49.2,4.65,48.98,20.52,NA,5.75,NA,132.7,16.58,NA,11,NA,NA,54.37,35.84
2019-01-23,36.43,54.221,63.19,36.43,48.54,NA,43.25,36.89,NA,71.43,NA,32.61,53.83,4.775,69.72,NA,NA,NA,49.24,NA,48.45,20.76,NA,5.84,NA,130.92,16.54,NA,11.15,NA,NA,52.2,35.47
2019-01-22,37.04,53.931,61.53,37.04,48.99,NA,43.98,34.97,NA,71.61,NA,32.9,53.54,5.09,69.02,NA,NA,NA,48.94,4,48.46,21,NA,5.85,NA,133.8,16.51,NA,11.41,NA,NA,52.51,35.37
2019-01-18,37.92,55.365,63.84,37.92,50.34,NA,44.55,36.21,NA,71.45,NA,31,55.83,5.225,73.97,NA,NA,NA,49.27,NA,49.24,20.04,NA,6.05,NA,133.66,16.98,NA,11.84,NA,NA,60.8,36.27
2019-01-17,37.68,54.956,63.52,37.68,49.77,NA,43.75,35.91,NA,70.19,NA,30.38,54.59,5.38,71.46,NA,NA,NA,48.58,5,48.77,19.74,NA,6.05,NA,133.25,16.96,NA,11.92,NA,NA,58.23,36.23
2019-01-16,37.7,54.475,63,37.7,49.12,NA,42.98,35.9,NA,68.81,NA,30.29,54.53,5.105,70.97,NA,NA,NA,48.06,5.03,47.81,19.14,NA,6.02,NA,134.25,16.52,NA,11.83,NA,NA,57.24,35.75
2019-01-15,36.85,54.326,62.91,36.85,48.78,NA,42.59,35.83,NA,68.77,NA,30.67,54.33,4.96,68.1,NA,NA,NA,48.38,5.45,47.8,18.9,NA,5.98,NA,131.25,16.47,NA,11.74,NA,NA,54.66,34.97
2019-01-14,37.05,52.576,62.04,37.05,48.87,NA,42.31,35.77,NA,69.02,NA,30.21,52.04,4.665,67.46,NA,NA,NA,48.18,NA,47.93,18.66,NA,5.95,NA,126.71,16.18,NA,11.97,NA,NA,54.22,34.48
2019-01-11,36.92,53.223,62.15,36.92,48.81,NA,42.53,35.63,NA,70.04,NA,30.41,52.07,4.95,68.2,NA,NA,NA,48.29,5.65,47.97,20.22,NA,6.07,NA,120.52,16.33,NA,11.81,NA,NA,57.12,34.5
2019-01-10,36.57,53.942,62.41,36.57,49.04,NA,42.09,35.82,NA,70.55,NA,30.57,51.34,4.44,69.05,NA,NA,NA,47.82,NA,47.85,19.68,NA,6.07,NA,123.93,16.3,NA,12.05,NA,NA,59.59,34.31
2019-01-09,36.91,54.083,60.38,36.91,49.01,NA,41.61,36.06,NA,71.26,NA,30.29,52.77,4.4,67.48,NA,NA,NA,47.78,5.7,47.8,18.6,NA,6.06,NA,122.69,16.57,NA,12.21,NA,NA,60.64,35.7
2019-01-08,36.18,54.269,60.19,36.18,47.92,NA,41.32,35.72,NA,72.59,NA,30,53.88,3.85,65.42,NA,NA,NA,47.88,5.8,48.37,18.54,NA,6.35,NA,117.48,16.36,NA,11.96,NA,NA,59.08,35.51
2019-01-07,37.66,53.796,58.51,37.66,46.8,NA,40.01,35.43,NA,72.27,NA,29.47,51.57,3.63,65.27,NA,NA,NA,47.45,5.05,47.67,18.6,NA,6.22,NA,119.36,15.93,NA,11.92,NA,NA,62.63,34.83
2019-01-04,37.05,53.903,57.17,37.05,46.64,NA,39.45,35.81,NA,70.96,NA,28.97,49.7,3.595,63.23,NA,NA,NA,46.71,NA,47.17,18.96,NA,6.17,NA,118.51,16.01,NA,11.79,NA,NA,61.23,34.56
2019-01-03,36.05,51.273,56.4,36.05,45,NA,37.89,34.64,NA,70.89,NA,28.32,46.03,3.6,59.53,NA,NA,NA,44.78,6,46.13,18.54,NA,5.94,NA,109.02,15.23,NA,11.35,NA,NA,55.97,33.64
2019-01-02,36.05,52.734,56.64,36.05,46.75,NA,39.93,34.37,NA,72.16,NA,28.85,47,3.585,61.62,NA,NA,NA,45.22,NA,45.66,18.78,NA,5.9,NA,113.74,15.52,NA,11.71,NA,NA,58.94,34.57
2018-12-31,35.7,52.248,54.88,35.7,46.45,NA,40.04,34.05,NA,72.45,NA,28.07,47.57,3.54,59.86,NA,NA,NA,45.15,NA,43.72,19.2,NA,5.71,NA,113.5,15.3,NA,11.35,NA,NA,58.43,34.99
2018-12-28,35.11,52.334,54.72,35.11,46.15,NA,39.89,34.35,NA,70.46,NA,28.24,47.29,3.625,60.6,NA,NA,NA,44.82,6.5,43.41,18.54,NA,5.72,NA,112.16,15.28,NA,11.22,NA,NA,58.84,34.42
2018-12-27,34.31,52.645,54.55,34.31,45.86,NA,40.13,34.47,NA,69.97,NA,28.03,47.35,3.54,60.64,NA,NA,NA,44.97,6,43.37,18.36,NA,5.73,NA,113.82,15.44,NA,10.78,NA,NA,58.86,34.95
2018-12-26,34.36,52.393,53.87,34.36,44.94,NA,39.43,34.14,NA,75.54,NA,27.85,46.9,3.54,60.45,NA,NA,NA,44.59,5.7,43.37,18.9,NA,5.73,NA,114.04,15.27,NA,10.52,NA,NA,60.07,34.14
2018-12-24,33.24,49.234,51.76,33.24,42.61,NA,37.64,33.07,NA,71.35,NA,26.14,43.12,3.475,59.21,NA,NA,NA,42.69,5.7,42.02,17.7,NA,5.51,NA,107.75,14.45,NA,10.25,NA,NA,56.32,32.24
2018-12-21,33.64,49.562,52.23,33.64,43.18,NA,38.73,33.75,NA,71.56,NA,26.58,43.68,3.91,58.12,NA,NA,NA,44,5.5,43.36,17.64,NA,5.59,NA,106.84,14.8,NA,9.97,NA,NA,55.45,32.1
2018-12-20,34.29,51.179,52.98,34.29,45.85,NA,39.4,34.62,NA,71.76,NA,27.99,48.26,4.025,59.1,NA,NA,NA,46.24,5.5,44.14,18.84,NA,5.89,NA,114.53,15.22,NA,10.22,NA,NA,55.38,33.25
2018-12-19,34.04,51.773,54.06,34.04,45.1,NA,40.47,35.19,NA,70.75,NA,28.3,50.06,4.2,59.72,NA,NA,NA,46.45,3.5,45.37,19.08,NA,6.02,NA,118.67,15.31,NA,10.4,NA,NA,56.37,33.86
2018-12-18,34.17,52.171,54.34,34.17,45.08,NA,41.15,35.65,NA,71.91,NA,28.5,51.85,4.41,60.84,NA,NA,NA,45.85,6.6,46.2,19.32,NA,6.15,NA,120.51,15.89,NA,10.82,NA,NA,60.62,33.82
2018-12-17,33.74,51.283,55.25,33.74,45.49,NA,39.46,36.21,NA,71.7,NA,28.48,51.17,4.49,59.66,NA,NA,NA,45.73,6.7,46.82,19.92,NA,6.12,NA,120.47,15.53,NA,10.85,NA,NA,60.77,33.96
2018-12-14,33.37,52.585,56.57,33.37,46.58,NA,41.04,36.34,NA,70.61,NA,28.91,54.34,4.66,65.63,NA,NA,NA,46.6,6.85,48.05,19.92,NA,6.17,NA,125.68,16.63,NA,10.65,NA,NA,64.56,35.24
2018-12-13,33.45,53.677,55.99,33.45,47.17,NA,41.46,36.76,NA,70.89,NA,29.02,55.05,4.78,65.57,NA,NA,NA,47.23,7,47.91,18.96,NA,6.24,NA,125.55,16.48,NA,10.4,NA,NA,63.75,35.86
2018-12-12,34.04,53.687,58.91,34.04,49.99,NA,40.81,36.98,NA,71.43,NA,29.04,57.43,5.125,65.52,NA,NA,NA,47.32,NA,48.66,19.68,NA,6.32,NA,128.47,16.84,NA,10.64,NA,NA,64.73,35.85
2018-12-11,33.84,53.083,58.16,33.84,49.15,NA,40.97,36.84,NA,67.15,NA,29.05,55.28,5.33,63.21,NA,NA,NA,46.46,5.25,48.24,19.92,NA,6.26,NA,128.37,16.61,NA,10.53,NA,NA,63.35,35.94
2018-12-10,33.78,52.659,57.67,33.78,48.52,NA,41.15,37.35,NA,67.69,NA,28.98,55.34,5.025,62.91,NA,NA,NA,46.67,5.25,49.76,20.16,NA,6.2,NA,130.79,16.43,NA,10.43,NA,NA,61.22,35.64
2018-12-07,34.57,52.329,58.06,34.57,49.57,NA,41.15,37.41,NA,68.15,NA,29.06,53.92,4.805,62.66,NA,NA,NA,46,5,51.1,21.24,NA,6.22,NA,135.31,16.6,NA,10.72,NA,NA,61.62,34.59
2018-12-06,35.24,53.904,58.18,35.24,51.13,NA,42.6,37.88,NA,72,NA,29.47,55.5,5.01,64.72,NA,NA,NA,46.68,5.5,51.31,20.94,NA,6.35,NA,136.83,16.88,NA,11.07,NA,NA,62.58,34.41
2018-12-04,35.37,53.124,57.06,35.37,51.65,NA,41.74,37.69,NA,72.21,NA,29.26,54.87,5.06,65.97,NA,NA,NA,48.75,5.01,51.35,21.18,NA,6.19,NA,134.5,16.76,NA,10.67,NA,NA,65.09,33.72
2018-12-03,37.18,55.818,58.27,37.18,54.61,NA,44.26,39.15,NA,73.62,NA,30.2,56.61,5.475,68.62,NA,NA,NA,49.83,5.68,53.51,21.84,NA,6.32,NA,140.68,17.53,NA,11.06,NA,NA,66.71,35.3
2018-11-30,37.13,55.482,59.86,37.13,53.04,NA,43.68,39.01,NA,74.21,NA,29.85,54.04,5.425,68.07,NA,NA,NA,48.76,6,54.18,21.3,NA,6.23,NA,136.38,17.13,NA,11.4,NA,NA,63.68,33.67
2018-11-29,37.15,54.729,60.14,37.15,52.58,NA,43.14,39.42,NA,75.29,NA,29.52,52.8,5.33,65.7,NA,NA,NA,47.9,6,55.35,21.9,NA,6.32,NA,138.96,18.91,NA,11.46,NA,NA,59.73,33.84
2018-11-28,38.29,54.59,60.31,38.29,53.43,NA,43.59,39.06,NA,75.79,NA,29.76,51.38,5.135,65.61,NA,NA,NA,48.19,NA,55.14,21.96,NA,6.19,NA,138.24,19.09,NA,11.77,NA,NA,61.99,32.44
2018-11-27,37.55,52.614,59.92,37.55,52.13,NA,42.75,38.36,NA,73.19,NA,28.74,48.58,5.01,68.05,NA,NA,NA,47.44,6.2,54.12,21.42,NA,6.1,NA,138.75,19.06,NA,11.74,NA,NA,59.1,31.37
2018-11-26,37.7,52.797,59.05,37.7,54.91,NA,43.21,37.77,NA,72.5,NA,28.8,48.23,5.33,67.17,NA,NA,NA,48.26,NA,53.72,21.06,NA,6.14,NA,138,19.36,NA,12.22,NA,NA,59.25,31.98
2018-11-23,37.25,51.505,58.21,37.25,53.18,NA,42.73,37.39,NA,70.7,NA,28.44,45.27,5.58,65.85,NA,NA,NA,48.7,6.2,53.92,20.82,NA,6.06,NA,129.41,19.36,NA,12.37,NA,NA,56.93,30.74
2018-11-21,37.09,52.172,58.47,37.09,52.64,NA,42.25,37.51,NA,73.28,NA,28.34,44.02,5.575,68.01,NA,NA,NA,48.62,6.3,53.73,20.28,NA,6.04,NA,131.98,19.54,NA,12.67,NA,NA,60.06,30.67
2018-11-20,36.53,51.522,57.2,36.53,51.07,NA,42.12,36.76,NA,74.11,NA,28.16,43.21,5.195,65.62,NA,NA,NA,48.33,6.27,52.88,19.86,NA,5.87,NA,129.7,19.08,NA,12.41,NA,NA,56.85,31.22
2018-11-19,37.57,51.371,58.68,37.57,52.03,NA,43.61,38.18,NA,83.46,NA,27.96,45.45,5.475,66.61,NA,NA,NA,49.55,6.23,54.97,20.46,NA,6.05,NA,126.7,20.17,NA,12.62,NA,NA,56.8,31.27
2018-11-16,37.16,53.414,58.89,37.16,53.32,NA,43.72,38.59,NA,83.98,NA,28.12,47.26,5.87,67.83,NA,NA,NA,51.17,6.54,57.49,19.92,NA,6.27,NA,134.21,21.01,NA,13.31,NA,NA,59.25,32.77
2018-11-15,38.07,53.553,59.97,38.07,53.88,NA,43.18,38.49,NA,72,NA,28.17,48.72,5.725,68.81,NA,NA,NA,50.63,6.16,57.3,19.74,NA,6.32,NA,136.96,21.27,NA,13.69,NA,NA,60.06,33.01
2018-11-14,38.57,52.729,60.23,38.57,52.67,NA,42.92,38.29,NA,72.17,NA,27.89,47.71,5.615,65.68,NA,NA,NA,48.84,5.95,56.96,19.2,NA,6.25,NA,134.01,21.09,NA,13.57,NA,NA,57.17,32.33
2018-11-13,39.27,52.398,59.72,39.27,52.63,NA,42.67,37.72,NA,73.69,NA,28.1,47.35,6.085,60.36,NA,NA,NA,49.51,5.55,56.97,18.42,NA,6.15,NA,131.63,21.29,NA,13.72,NA,NA,55.46,33.67
2018-11-12,39.41,52.468,59.59,39.41,52.14,NA,42.72,38,NA,73.93,NA,28.96,50.71,5.92,61.07,NA,NA,NA,49.22,5.53,57.13,20.28,NA,6.12,NA,131.31,21.15,NA,13.83,NA,NA,54.6,34.07
2018-11-09,38.98,53.851,59.76,38.98,52.3,NA,42.99,38.34,NA,75.47,NA,29.63,52.01,5.875,64.73,NA,NA,NA,50.61,4.99,57.55,21.06,NA,6.21,NA,138.06,21.72,NA,13.78,NA,NA,57.16,31.93
2018-11-08,39.37,54.731,60,39.37,54.1,NA,43.61,38.3,NA,76.79,NA,29.84,54.1,5.75,67.59,NA,NA,NA,50.43,4.98,57.92,22.14,NA,6.21,NA,137,21.91,NA,14,NA,NA,61.57,43.5
2018-11-07,39.09,55.412,60.35,39.09,54.15,NA,43.59,38.3,NA,76.52,NA,29.86,50.01,6.115,70.22,NA,NA,NA,50.26,4.44,57.81,22.44,NA,6.3,NA,145.77,22.53,NA,14.05,NA,NA,65.09,44.84
2018-11-06,39.35,53.479,61.05,39.35,53.45,NA,42.81,37.73,NA,77.37,NA,29.95,40.43,6.095,68.41,NA,NA,NA,49.25,NA,57.79,21.66,NA,6.34,NA,142.61,22.16,NA,14,NA,NA,65,44.53
2018-11-05,39.44,52.786,61.86,39.44,53.04,NA,41.89,38.02,NA,77.18,NA,29.64,42.13,5.915,68.46,NA,NA,NA,49.02,4.43,57.3,21.12,NA,6.11,NA,143.6,21.81,NA,13.71,NA,NA,64.14,43.47
2018-11-02,40.7,53.575,58.98,40.7,53.28,NA,41.74,37.66,NA,77.14,NA,29.87,42.84,5.825,68.61,NA,NA,NA,48.83,NA,56.17,21.36,NA,6.11,NA,138.99,21.67,NA,14.39,NA,NA,64.75,43.1
2018-11-01,40.6,54.299,60.4,40.6,53.4,NA,42.25,37.95,NA,75.24,NA,29.52,43.46,5.825,68.99,NA,NA,NA,48.59,4.25,58.49,21.48,NA,6.11,NA,141.16,22,NA,13.97,NA,NA,66.25,43.69
2018-10-31,40.48,54.529,58.58,40.48,51.99,NA,40.29,38.14,NA,74.9,NA,29.03,42.52,5.2,63.9,NA,NA,NA,48.84,4.55,57.35,19.32,NA,6.02,NA,149.69,21.4,NA,12.5,NA,NA,59.01,42.82
2018-10-30,40.46,52.475,57.74,40.46,51.22,NA,40.12,37.71,NA,73.35,NA,27.42,41.39,5,60.25,NA,NA,NA,48.57,4.65,56.24,18.72,NA,5.86,NA,141.68,21.92,NA,12.96,NA,NA,55.07,41.62
2018-10-29,42.18,51.736,54.38,42.18,48.91,NA,39.36,35.99,NA,71.63,NA,26.82,38.97,5,58.11,NA,NA,NA,47.02,5.25,54.13,18.66,NA,5.62,NA,139.11,21.09,NA,13.47,NA,NA,54.65,40.72
2018-10-26,42.65,54.188,54.06,42.65,50.63,NA,38.77,35.24,NA,72.51,NA,27.34,40.87,5.325,59.52,NA,NA,NA,47.32,5.99,53.83,18.9,NA,5.67,NA,146.24,21.83,NA,13.8,NA,NA,57.13,41.19
2018-10-25,42.37,55.18,55.01,42.37,53.02,NA,39.34,35.84,NA,71.69,NA,28.06,43.5,5.6,59.32,NA,NA,NA,47.96,6.314,54.68,19.5,NA,5.79,NA,149.68,21.52,NA,14.02,NA,NA,56.33,41.79
2018-10-24,41.37,52.856,53.89,41.37,56.02,NA,38.55,34.12,NA,70.79,NA,27.29,41.81,5.955,56.97,NA,NA,NA,46.76,7.3,53.28,18.6,NA,5.65,NA,146.32,21.12,NA,14,NA,NA,54.97,40.79
2018-10-23,40.48,55.745,59.37,40.48,57.76,NA,39.29,35.65,NA,73.38,NA,28.19,42.67,6.05,60.55,NA,NA,NA,47.99,6.5,56.26,19.44,NA,5.95,NA,153.25,22.07,NA,14.48,NA,NA,58.81,42.91
